student_id,avg_score,score_std,attempts,anomaly_flag
S0184,59.607142857142854,23.09134724220996,28,0
S0185,70.79166666666667,18.19455046618813,24,1
S0186,61.8,21.874642854227357,25,0
S0187,61.68,20.210805690686026,25,0
S0188,66.70833333333333,21.39174803652032,24,0
S0189,63.89655172413793,19.75808121754273,29,0
S0190,54.666666666666664,21.614541535667637,24,0
S0191,60.95454545454545,19.662575698948576,22,0
S0192,59.6,19.83263304085802,25,0
S0193,51.19230769230769,19.75250714369035,26,0
S0194,66.91666666666667,23.288206880525276,24,0
S0195,62.47826086956522,23.988386518209925,23,0
S0196,66.8695652173913,21.65074919515402,23,0
S0197,63.333333333333336,18.324767432338,24,0
S0198,60.94736842105263,22.232293039656742,19,0
S0199,68.70370370370371,20.617048238355512,27,0
S0200,61.04761904761905,17.534184299465405,21,0
S0201,58.916666666666664,20.17298379918843,24,0
S0202,59.08695652173913,20.777857627506567,23,0
S0203,54.40909090909091,20.85245010363711,22,0
S0204,65.20833333333333,24.06509138126024,24,0
S0205,66.0,21.65850662190053,23,0
S0206,65.45,18.288549768409162,20,0
S0207,62.68,20.59271715922889,25,0
S0208,71.57692307692308,24.5880834176608,26,0
S0209,59.130434782608695,20.767772997048024,23,0
S0210,67.52,19.813968136981885,25,0
S0211,67.21739130434783,21.72756213940577,23,0
S0212,69.15384615384616,25.25183923232889,26,0
S0213,64.61904761904762,20.115854917144812,21,0
S0214,58.52173913043478,18.855598554221093,23,0
S0215,63.75,24.170139680479984,24,0
S0216,65.78260869565217,21.364704371588562,23,0
S0217,61.36,23.393161393877488,25,0
S0218,66.6,21.652559509982492,25,0
S0219,54.535714285714285,18.38574758571743,28,0
S0220,65.72,22.970125525705484,25,0
S0221,55.19230769230769,22.425020367026168,26,0
S0222,64.14285714285714,21.555244638569317,21,0
S0223,55.53846153846154,20.90594321092597,26,0
S0224,51.08695652173913,21.54469570552061,23,0
S0225,52.6,20.428050889840048,20,0
S0226,63.57692307692308,20.938334369138488,26,0
S0227,60.95652173913044,23.896516027673776,23,0
S0228,61.10526315789474,21.2626295458647,19,0
S0229,54.07142857142857,20.211710158055094,28,0
S0230,57.925925925925924,18.216488570535645,27,0
S0231,68.83333333333333,21.845042512042433,18,0
S0232,57.64,20.176058419159414,25,0
S0233,70.41666666666667,22.09646177985077,24,0
S0234,58.958333333333336,21.197783244781835,24,0
S0235,60.56521739130435,23.092356246083842,23,0
S0236,64.14814814814815,22.814812502312382,27,0
S0237,64.66666666666667,17.598583605720556,24,0
S0238,64.32142857142857,23.253918142857323,28,0
S0239,58.6,19.48926830200068,20,0
S0240,74.07692307692308,19.778620936603392,26,0
S0241,63.476190476190474,17.56308357783179,21,0
S0242,68.24,21.90943480177737,25,0
S0243,61.09090909090909,22.27727667999516,22,0
S0244,60.65217391304348,21.349065756975225,23,0
S0245,50.875,16.616682293249234,24,0
S0246,62.51724137931034,23.396612529007534,29,0
S0247,54.208333333333336,21.329667370705234,24,0
S0248,52.8,20.43077743666811,25,0
S0249,49.36842105263158,16.31703447428753,19,0
S0250,62.08695652173913,24.293495282554098,23,0
S0251,64.73913043478261,21.241506091321963,23,0
S0252,58.0,24.268341124856082,22,0
S0253,67.29629629629629,24.49931681121994,27,0
S0254,58.36363636363637,16.72906069872041,22,0
S0255,59.916666666666664,20.618515669315215,24,0
S0256,66.75,19.420406121218054,24,0
S0257,71.3913043478261,19.924263715002876,23,0
S0258,55.888888888888886,22.707730525991046,27,0
S0259,66.07407407407408,21.30894706622608,27,0
S0260,73.52380952380952,21.844035908272648,21,0
S0261,65.69565217391305,21.06145722017245,23,0
S0262,64.08333333333333,19.014677778350404,24,0
S0263,69.61904761904762,22.73428290154803,21,0
S0264,60.31818181818182,21.82263212188834,22,0
S0265,59.416666666666664,25.465947709708804,24,0
S0266,63.535714285714285,19.9415481825094,28,0
S0267,60.2,18.890032645110313,25,0
S0268,55.0,19.17858654380405,23,0
S0269,60.58620689655172,22.913684684328004,29,0
S0270,63.36363636363637,23.20620905120305,22,0
S0271,62.0,22.64601742609852,20,0
S0272,62.851851851851855,19.881773066929927,27,0
S0273,68.85714285714286,21.861577514639045,21,0
S0274,62.26086956521739,21.591701670495265,23,0
S0275,63.294117647058826,19.84239371233456,17,0
S0276,61.84615384615385,22.22015716900726,26,0
S0277,63.375,22.607833386567197,24,0
S0278,64.3076923076923,22.848666010547277,26,0
S0279,68.2,23.444447215986095,20,0
S0280,63.5,22.963221111366842,22,0
S0281,56.391304347826086,21.77934620112864,23,0
S0282,51.52,19.710657015939372,25,0
S0283,55.47826086956522,19.833098059963465,23,0
S0284,65.17391304347827,19.578866560919113,23,0
S0285,61.68181818181818,20.56206947995997,22,0
S0286,61.869565217391305,21.619234592090116,23,0
S0287,58.96,24.26499536369212,25,0
S0288,67.72727272727273,21.186657567310114,22,0
S0289,55.92,22.0754765897968,25,0
S0290,64.63636363636364,26.037601847265233,22,0
S0291,58.083333333333336,24.763080279471215,24,0
S0292,59.17391304347826,24.43293636562418,23,0
S0293,67.88888888888889,20.68506211911859,27,0
S0294,65.96,18.760508166536074,25,0
S0295,63.41379310344828,22.615603402106682,29,0
S0296,65.89655172413794,24.991919876498095,29,0
S0297,58.958333333333336,17.484102509986325,24,0
S0298,68.17391304347827,23.511413425500862,23,0
S0299,60.92307692307692,21.51078441512179,26,0
S0300,58.08,20.734271147064703,25,0
S0301,54.608695652173914,22.614836502604337,23,0
S0302,51.68,20.330027053597348,25,0
S0303,63.69565217391305,22.86409408699528,23,0
S0304,72.56521739130434,24.39043420344154,23,0
S0305,59.76,20.873188544158747,25,0
S0306,59.526315789473685,25.173549657113938,19,0
S0307,64.21739130434783,23.895523585618083,23,0
S0308,57.07692307692308,24.872351037926556,26,0
S0309,62.13636363636363,20.429426616072025,22,0
S0310,65.84615384615384,22.53475947542783,26,0
S0311,74.66666666666667,18.00885450492924,24,1
S0312,60.42307692307692,20.618774118599923,26,0
S0313,69.95454545454545,20.564595726699743,22,0
S0314,62.91304347826087,23.51191775844416,23,0
S0315,66.37037037037037,22.05961877791139,27,0
S0316,59.4,21.844144905824685,25,0
S0317,64.32,24.194903044511946,25,0
S0318,65.26086956521739,20.589532625947115,23,0
S0319,62.08,20.734271147064703,25,0
S0320,61.13793103448276,20.042319757971832,29,0
S0321,58.30769230769231,19.8045837740039,26,0
S0322,64.45833333333333,20.72800912579017,24,0
S0323,70.4,16.34013463836819,25,1
S0324,65.35714285714286,22.98987584860761,28,0
S0325,59.44,22.026650524610712,25,0
S0326,62.925925925925924,21.445684389111456,27,0
S0327,60.91304347826087,20.4803964882569,23,0
S0328,61.86363636363637,21.662553722177673,22,0
S0329,61.72,23.38183055280317,25,0
S0330,58.95652173913044,20.614377729389762,23,0
S0331,58.473684210526315,20.282363496541716,19,0
S0332,66.43478260869566,25.714916235446843,23,0
S0333,55.666666666666664,21.79881661460322,24,0
S0334,52.125,18.041769169973566,24,0
S0335,72.2,21.704454227953608,25,0
S0336,61.72727272727273,21.16866916252777,22,0
S0337,61.583333333333336,20.464001620378177,24,0
S0338,51.59090909090909,18.165008463183618,22,0
S0339,76.0909090909091,18.52131099676696,22,1
S0340,62.148148148148145,20.724759818045406,27,0
S0341,59.916666666666664,20.544578607139343,24,0
S0342,66.07142857142857,16.78608014911423,28,0
S0343,58.107142857142854,19.941282855041244,28,0
S0344,62.464285714285715,21.699090513211125,28,0
S0345,62.81481481481482,22.278028218640475,27,0
S0346,59.92,16.75788371682614,25,0
S0347,61.5,21.207053789595165,24,0
S0348,61.04,25.78028962857736,25,0
S0349,58.333333333333336,20.780599927175665,21,0
S0350,61.23076923076923,21.94047892331923,26,0
S0351,60.041666666666664,20.935676158937024,24,0
S0352,56.31818181818182,22.02679399457973,22,0
S0353,60.53846153846154,22.905424282000574,26,0
S0354,56.48,21.70084483762479,25,0
S0355,59.370370370370374,21.29309774072367,27,0
S0356,60.0,22.19870736542225,24,0
S0357,62.0,22.474429914905517,21,0
S0358,62.18181818181818,23.844009657287017,22,0
S0359,58.44,21.924263575621723,25,0
S0360,55.04545454545455,20.749015519335973,22,0
S0361,60.52,22.693831761075522,25,0
S0362,63.16,23.042858618959002,25,0
S0363,62.78947368421053,23.432121702598344,19,0
S0364,62.5,22.131102870975823,22,0
S0365,55.76923076923077,20.136151950772902,26,0
S0366,56.06896551724138,23.670251121974598,29,0
S0367,65.30434782608695,21.145458963631143,23,0
S0368,63.26923076923077,20.120750865328446,26,0
S0369,66.10714285714286,22.263305278074995,28,0
S0370,63.56,20.577252813078164,25,0
S0371,61.61904761904762,19.951130771152272,21,0
S0372,61.708333333333336,22.526272905531727,24,0
S0373,64.76,19.23165792818359,25,0
S0374,64.43478260869566,22.61702111836956,23,0
S0375,67.41666666666667,23.608982569585976,24,0
S0376,65.30434782608695,23.553488030841045,23,0
S0377,58.82608695652174,22.245841641882897,23,0
S0378,63.458333333333336,19.9280862901686,24,0
S0379,62.869565217391305,21.07843436446163,23,0
S0380,63.2,23.898028987213237,20,0
S0381,56.18181818181818,21.178687318547308,22,0
S0382,64.83333333333333,22.439613006557355,24,0
S0383,58.92857142857143,24.94724592745819,28,0
S0384,63.81481481481482,21.379424035267462,27,0
S0385,63.13333333333333,20.954356527253807,30,0
S0386,60.535714285714285,21.551801751365446,28,0
S0387,63.083333333333336,27.320826053248904,24,0
S0388,65.54838709677419,22.563744827602562,31,0
S0389,54.84615384615385,20.31096710192266,26,0
S0390,58.24,19.511278789459187,25,0
S0391,64.11111111111111,21.680074746772465,27,0
S0392,63.111111111111114,16.80506639112909,27,0
S0393,61.523809523809526,20.103778370294098,21,0
S0394,53.04,20.658896388723193,25,0
S0395,60.78260869565217,25.290955123664144,23,0
S0396,58.34615384615385,22.910158982761,26,0
S0397,58.64,23.618283877820872,25,0
S0398,61.125,19.138653126023808,24,0
S0399,56.875,18.93079501764255,24,0
S0400,52.083333333333336,20.032401290141813,24,0
S0401,56.52,18.956353376462822,25,0
S0402,60.58620689655172,19.77826592387879,29,0
S0403,64.38095238095238,22.635097062915786,21,0
S0404,60.25,19.09302171634625,24,0
S0405,59.0,25.070335840000922,24,0
S0406,64.84210526315789,22.209265228464986,19,0
S0407,73.86363636363636,21.658156836992326,22,0
S0408,60.916666666666664,20.959415579859936,24,0
S0409,58.958333333333336,20.253779393242755,24,0
S0410,62.64,21.236525139485508,25,0
S0411,61.57692307692308,18.38297707537727,26,0
S0412,58.5,24.11025399754401,24,0
S0413,66.68181818181819,20.8289778997031,22,0
S0414,60.75,19.14728234117394,20,0
S0415,61.833333333333336,20.53558241023459,24,0
S0416,63.77777777777778,23.230174894757585,27,0
S0417,63.17857142857143,23.53571528931921,28,0
S0418,63.916666666666664,19.91922092650314,24,0
S0419,62.583333333333336,23.159028038977475,24,0
S0420,60.77777777777778,24.290443409407764,27,0
S0421,57.48,19.702199538799384,25,0
S0422,57.0,22.597935008904393,25,0
S0423,61.56521739130435,24.382978576637733,23,0
S0424,62.95652173913044,24.72848607811273,23,0
S0425,55.375,21.82103592168924,24,0
S0426,61.875,20.201834828420477,24,0
S0427,60.95652173913044,21.682582580305755,23,0
S0428,64.73913043478261,21.35249057498775,23,0
S0429,62.73076923076923,20.877849874558812,26,0
S0430,59.09090909090909,21.511700229253076,22,0
S0431,68.14285714285714,20.44330138281416,21,0
S0432,65.0,19.448929779430475,24,0
S0433,54.72,18.19001557631732,25,0
S0434,61.31578947368421,23.57742006331705,19,0
S0435,58.708333333333336,24.424647506097227,24,0
S0436,58.52,21.540891346460107,25,0
S0437,63.035714285714285,19.562780501564216,28,0
S0438,57.76,22.520879201310063,25,0
S0439,61.72727272727273,19.837870993156635,22,0
S0440,61.65384615384615,24.301345325215735,26,0
S0441,67.875,22.587631282552,24,0
S0442,62.074074074074076,20.191250820258997,27,0
S0443,65.35,18.999376721078868,20,0
S0444,64.12,17.835638480301174,25,0
S0445,62.142857142857146,19.4778398028694,28,0
S0446,55.2,24.474691546897777,20,0
S0447,62.28,21.58803681054239,25,0
S0448,59.64,19.665706191235543,25,0
S0449,61.8,19.429359227725445,25,0
S0450,64.79166666666667,21.065073435442365,24,0
S0451,65.66666666666667,20.465417985795778,21,0
S0452,64.64,22.28766474981172,25,0
S0453,66.83333333333333,21.818752737370044,24,0
S0454,62.51851851851852,21.45544644923946,27,0
S0455,65.0,20.03746490951388,21,0
S0456,56.17391304347826,22.728940650259172,23,0
S0457,60.689655172413794,24.047725535864632,29,0
S0458,64.61904761904762,24.38129650054769,21,0
S0459,65.73684210526316,23.475382153470093,19,0
S0460,69.57142857142857,19.673767886633787,21,0
S0461,67.41666666666667,25.58178133422073,24,0
S0462,63.38461538461539,24.294982071328104,26,0
S0463,56.77272727272727,21.358463958908253,22,0
S0464,50.65217391304348,18.05448495187471,23,0
S0465,60.291666666666664,20.6954713942902,24,0
S0466,61.72,19.95728772487217,25,0
S0467,66.42307692307692,18.67655873424883,26,0
S0468,57.84,21.003333068825057,25,0
S0469,56.107142857142854,19.04057905615401,28,0
S0470,64.17857142857143,22.16278758277382,28,0
S0471,59.0,19.06786126793809,25,0
S0472,69.16666666666667,18.651650274734788,24,0
S0473,53.0,20.288823613910285,23,0
S0474,68.4090909090909,20.079980769553234,22,0
S0475,65.56521739130434,19.842163754253036,23,0
S0476,63.91304347826087,20.95213819307376,23,0
S0477,66.19047619047619,23.500253291441453,21,0
S0478,55.291666666666664,20.621810249612288,24,0
S0479,67.86363636363636,18.792844267725833,22,0
S0480,60.04,19.39175082348162,25,0
S0481,62.89655172413793,23.728140056520907,29,0
S0482,63.90909090909091,24.02956332145704,22,0
S0483,57.041666666666664,18.797500219251326,24,0
S0484,70.88,16.488177582740914,25,1
S0485,64.68,20.91594288256369,25,0
S0486,64.24,20.92303355953274,25,0
S0487,57.892857142857146,23.343393522879687,28,0
S0488,58.73913043478261,21.66945355543845,23,0
S0489,55.56521739130435,24.945078011424364,23,0
S0490,63.458333333333336,21.333743768696706,24,0
S0491,58.19230769230769,22.027290765356017,26,0
S0492,64.33333333333333,23.29740824145962,27,0
S0493,56.888888888888886,22.271633101899848,27,0
S0494,60.38461538461539,20.533050281099342,26,0
S0495,59.291666666666664,17.496531747417997,24,0
S0496,59.44,24.147256572952546,25,0
S0497,74.70370370370371,18.88795875035166,27,0
S0498,55.2,21.125190749683807,20,0
S0499,61.629629629629626,21.334601992191985,27,0
S0500,72.52380952380952,16.794698710066363,21,1
