student_id,quiz_id,topic,score,max_score,date
S0005,QZ_OPT,Optimization,48,100,2025-11-25 13:55:37.168988
S0005,QZ_OPT,Optimization,99,100,2025-12-06 13:55:37.168988
S0005,QZ_OPT,Optimization,56,100,2025-08-31 13:55:37.168988
S0005,QZ_OPT,Optimization,57,100,2025-12-26 13:55:37.168988
S0006,QZ_LIN,Linear Algebra,68,100,2025-09-26 13:55:37.168988
S0006,QZ_LIN,Linear Algebra,78,100,2025-12-16 13:55:37.168988
S0006,QZ_LIN,Linear Algebra,95,100,2025-12-04 13:55:37.168988
S0006,QZ_LIN,Linear Algebra,53,100,2025-10-01 13:55:37.168988
S0006,QZ_PRO,Probability,53,100,2026-01-10 13:55:37.168988
S0006,QZ_PRO,Probability,64,100,2025-12-15 13:55:37.168988
S0006,QZ_PRO,Probability,34,100,2025-09-13 13:55:37.168988
S0006,QZ_PRO,Probability,26,100,2026-01-10 13:55:37.168988
S0006,QZ_STA,Statistics,26,100,2025-12-26 13:55:37.168988
S0006,QZ_STA,Statistics,44,100,2025-08-24 13:55:37.168988
S0006,QZ_ML ,ML Basics,86,100,2025-09-23 13:55:37.168988
S0006,QZ_ML ,ML Basics,71,100,2025-07-27 13:55:37.168988
S0006,QZ_ML ,ML Basics,72,100,2025-07-31 13:55:37.168988
S0006,QZ_DEE,Deep Learning,59,100,2025-12-11 13:55:37.168988
S0006,QZ_DEE,Deep Learning,77,100,2025-09-09 13:55:37.168988
S0006,QZ_DEE,Deep Learning,62,100,2025-10-03 13:55:37.168988
S0006,QZ_DEE,Deep Learning,50,100,2025-12-07 13:55:37.168988
S0006,QZ_NLP,NLP,68,100,2025-11-23 13:55:37.168988
S0006,QZ_NLP,NLP,44,100,2025-11-21 13:55:37.168988
S0006,QZ_COM,Computer Vision,69,100,2025-10-10 13:55:37.168988
S0006,QZ_COM,Computer Vision,65,100,2025-11-06 13:55:37.168988
S0006,QZ_COM,Computer Vision,58,100,2025-11-25 13:55:37.168988
S0006,QZ_OPT,Optimization,48,100,2025-12-13 13:55:37.168988
S0006,QZ_OPT,Optimization,66,100,2025-08-17 13:55:37.168988
S0006,QZ_OPT,Optimization,39,100,2025-10-22 13:55:37.168988
S0007,QZ_LIN,Linear Algebra,49,100,2025-09-27 13:55:37.168988
S0007,QZ_LIN,Linear Algebra,51,100,2025-08-26 13:55:37.168988
S0007,QZ_PRO,Probability,52,100,2025-11-29 13:55:37.168988
S0007,QZ_PRO,Probability,26,100,2025-08-05 13:55:37.168988
S0007,QZ_PRO,Probability,62,100,2025-08-11 13:55:37.168988
S0007,QZ_STA,Statistics,48,100,2025-11-16 13:55:37.168988
S0007,QZ_STA,Statistics,34,100,2025-12-20 13:55:37.168988
S0007,QZ_ML ,ML Basics,68,100,2025-07-24 13:55:37.168988
S0007,QZ_ML ,ML Basics,53,100,2025-11-17 13:55:37.168988
S0007,QZ_DEE,Deep Learning,26,100,2025-08-10 13:55:37.168988
S0007,QZ_DEE,Deep Learning,33,100,2025-09-09 13:55:37.168988
S0007,QZ_NLP,NLP,44,100,2025-11-22 13:55:37.168988
S0007,QZ_NLP,NLP,44,100,2025-10-14 13:55:37.168988
S0007,QZ_NLP,NLP,81,100,2025-11-29 13:55:37.168988
S0007,QZ_NLP,NLP,98,100,2025-10-28 13:55:37.168988
S0007,QZ_COM,Computer Vision,51,100,2025-10-17 13:55:37.168988
S0007,QZ_COM,Computer Vision,54,100,2025-09-07 13:55:37.168988
S0007,QZ_OPT,Optimization,74,100,2025-11-13 13:55:37.168988
S0007,QZ_OPT,Optimization,35,100,2025-09-05 13:55:37.168988
S0008,QZ_LIN,Linear Algebra,56,100,2025-12-04 13:55:37.168988
S0008,QZ_LIN,Linear Algebra,40,100,2025-10-03 13:55:37.168988
S0008,QZ_LIN,Linear Algebra,50,100,2025-09-11 13:55:37.168988
S0008,QZ_PRO,Probability,61,100,2025-08-03 13:55:37.168988
S0008,QZ_PRO,Probability,63,100,2025-11-17 13:55:37.168988
S0008,QZ_PRO,Probability,99,100,2025-10-18 13:55:37.168988
S0008,QZ_STA,Statistics,83,100,2025-10-09 13:55:37.168988
S0008,QZ_STA,Statistics,68,100,2025-07-23 13:55:37.168988
S0008,QZ_ML ,ML Basics,70,100,2025-09-12 13:55:37.168988
S0008,QZ_ML ,ML Basics,26,100,2025-09-24 13:55:37.168988
S0008,QZ_ML ,ML Basics,43,100,2025-11-30 13:55:37.168988
S0008,QZ_ML ,ML Basics,30,100,2025-12-04 13:55:37.168988
S0008,QZ_DEE,Deep Learning,83,100,2025-11-26 13:55:37.168988
S0008,QZ_DEE,Deep Learning,25,100,2025-11-19 13:55:37.168988
S0008,QZ_NLP,NLP,76,100,2025-11-24 13:55:37.168988
S0008,QZ_NLP,NLP,39,100,2026-01-13 13:55:37.168988
S0008,QZ_NLP,NLP,27,100,2025-08-12 13:55:37.168988
S0008,QZ_NLP,NLP,44,100,2025-08-11 13:55:37.168988
S0008,QZ_COM,Computer Vision,46,100,2026-01-03 13:55:37.168988
S0008,QZ_COM,Computer Vision,76,100,2025-08-15 13:55:37.168988
S0008,QZ_COM,Computer Vision,30,100,2025-11-25 13:55:37.168988
S0008,QZ_OPT,Optimization,60,100,2025-10-11 13:55:37.168988
S0008,QZ_OPT,Optimization,95,100,2025-09-08 13:55:37.168988
S0009,QZ_LIN,Linear Algebra,47,100,2025-10-05 13:55:37.168988
S0009,QZ_LIN,Linear Algebra,89,100,2025-09-10 13:55:37.168988
S0009,QZ_PRO,Probability,64,100,2025-10-10 13:55:37.168988
S0009,QZ_PRO,Probability,30,100,2025-12-01 13:55:37.168988
S0009,QZ_PRO,Probability,35,100,2025-11-25 13:55:37.168988
S0009,QZ_STA,Statistics,38,100,2025-07-25 13:55:37.168988
S0009,QZ_STA,Statistics,95,100,2025-10-07 13:55:37.168988
S0009,QZ_ML ,ML Basics,94,100,2025-10-09 13:55:37.168988
S0009,QZ_ML ,ML Basics,52,100,2025-12-15 13:55:37.168988
S0009,QZ_ML ,ML Basics,61,100,2025-07-28 13:55:37.168988
S0009,QZ_ML ,ML Basics,34,100,2025-10-18 13:55:37.168988
S0009,QZ_DEE,Deep Learning,63,100,2025-11-20 13:55:37.168988
S0009,QZ_DEE,Deep Learning,65,100,2025-07-21 13:55:37.168988
S0009,QZ_DEE,Deep Learning,42,100,2025-09-27 13:55:37.168988
S0009,QZ_NLP,NLP,58,100,2025-10-07 13:55:37.168988
S0009,QZ_NLP,NLP,88,100,2025-08-14 13:55:37.168988
S0009,QZ_COM,Computer Vision,42,100,2025-08-13 13:55:37.168988
S0009,QZ_COM,Computer Vision,62,100,2025-10-09 13:55:37.168988
S0009,QZ_COM,Computer Vision,32,100,2025-10-17 13:55:37.168988
S0009,QZ_OPT,Optimization,76,100,2025-10-03 13:55:37.168988
S0009,QZ_OPT,Optimization,27,100,2025-11-02 13:55:37.168988
S0009,QZ_OPT,Optimization,32,100,2025-10-09 13:55:37.168988
S0009,QZ_OPT,Optimization,93,100,2025-12-17 13:55:37.168988
S0010,QZ_LIN,Linear Algebra,76,100,2025-07-22 13:55:37.168988
S0010,QZ_LIN,Linear Algebra,61,100,2025-09-14 13:55:37.168988
S0010,QZ_PRO,Probability,48,100,2025-11-25 13:55:37.168988
S0010,QZ_PRO,Probability,54,100,2025-07-25 13:55:37.168988
S0010,QZ_PRO,Probability,79,100,2025-08-04 13:55:37.168988
S0010,QZ_STA,Statistics,64,100,2026-01-08 13:55:37.168988
S0010,QZ_STA,Statistics,61,100,2025-12-23 13:55:37.168988
S0010,QZ_ML ,ML Basics,54,100,2025-08-09 13:55:37.168988
S0010,QZ_ML ,ML Basics,93,100,2026-01-08 13:55:37.168988
S0010,QZ_DEE,Deep Learning,56,100,2025-10-28 13:55:37.168988
S0010,QZ_DEE,Deep Learning,73,100,2025-12-26 13:55:37.168988
S0010,QZ_DEE,Deep Learning,45,100,2025-11-14 13:55:37.168988
S0010,QZ_DEE,Deep Learning,53,100,2025-12-17 13:55:37.168988
S0010,QZ_NLP,NLP,50,100,2025-08-26 13:55:37.168988
S0010,QZ_NLP,NLP,60,100,2025-09-01 13:55:37.168988
S0010,QZ_NLP,NLP,32,100,2025-12-03 13:55:37.168988
S0010,QZ_NLP,NLP,26,100,2025-08-20 13:55:37.168988
S0010,QZ_COM,Computer Vision,49,100,2025-10-30 13:55:37.168988
S0010,QZ_COM,Computer Vision,25,100,2026-01-14 13:55:37.168988
S0010,QZ_OPT,Optimization,34,100,2025-10-09 13:55:37.168988
S0010,QZ_OPT,Optimization,80,100,2025-10-17 13:55:37.168988
S0010,QZ_OPT,Optimization,75,100,2025-12-16 13:55:37.168988
S0011,QZ_LIN,Linear Algebra,94,100,2025-08-28 13:55:37.168988
S0011,QZ_LIN,Linear Algebra,32,100,2025-09-08 13:55:37.168988
S0011,QZ_LIN,Linear Algebra,77,100,2025-08-09 13:55:37.168988
S0011,QZ_LIN,Linear Algebra,41,100,2025-12-30 13:55:37.168988
S0011,QZ_PRO,Probability,53,100,2025-10-09 13:55:37.168988
S0011,QZ_PRO,Probability,48,100,2025-11-22 13:55:37.168988
S0011,QZ_PRO,Probability,93,100,2025-12-09 13:55:37.168988
S0011,QZ_PRO,Probability,28,100,2025-09-17 13:55:37.168988
S0011,QZ_STA,Statistics,93,100,2025-11-01 13:55:37.168988
S0011,QZ_STA,Statistics,34,100,2025-07-29 13:55:37.168988
S0011,QZ_STA,Statistics,51,100,2025-11-21 13:55:37.168988
S0011,QZ_ML ,ML Basics,27,100,2025-10-27 13:55:37.168988
S0011,QZ_ML ,ML Basics,35,100,2025-12-19 13:55:37.168988
S0011,QZ_ML ,ML Basics,77,100,2025-12-13 13:55:37.168988
S0011,QZ_DEE,Deep Learning,71,100,2025-10-13 13:55:37.168988
S0011,QZ_DEE,Deep Learning,34,100,2025-10-22 13:55:37.168988
S0011,QZ_DEE,Deep Learning,60,100,2025-09-03 13:55:37.168988
S0011,QZ_NLP,NLP,51,100,2025-11-13 13:55:37.168988
S0011,QZ_NLP,NLP,61,100,2025-08-15 13:55:37.168988
S0011,QZ_COM,Computer Vision,46,100,2025-09-14 13:55:37.168988
S0011,QZ_COM,Computer Vision,96,100,2025-10-31 13:55:37.168988
S0011,QZ_COM,Computer Vision,65,100,2025-11-04 13:55:37.168988
S0011,QZ_COM,Computer Vision,36,100,2025-09-16 13:55:37.168988
S0011,QZ_OPT,Optimization,61,100,2025-08-18 13:55:37.168988
S0011,QZ_OPT,Optimization,32,100,2025-12-16 13:55:37.168988
S0011,QZ_OPT,Optimization,65,100,2025-10-19 13:55:37.168988
S0012,QZ_LIN,Linear Algebra,59,100,2025-09-01 13:55:37.168988
S0012,QZ_LIN,Linear Algebra,36,100,2025-10-28 13:55:37.168988
S0012,QZ_LIN,Linear Algebra,67,100,2025-07-27 13:55:37.168988
S0012,QZ_LIN,Linear Algebra,88,100,2026-01-11 13:55:37.168988
S0012,QZ_PRO,Probability,51,100,2025-11-03 13:55:37.168988
S0012,QZ_PRO,Probability,42,100,2026-01-07 13:55:37.168988
S0012,QZ_STA,Statistics,83,100,2026-01-13 13:55:37.168988
S0012,QZ_STA,Statistics,72,100,2025-12-25 13:55:37.168988
S0012,QZ_STA,Statistics,62,100,2025-08-06 13:55:37.168988
S0012,QZ_STA,Statistics,80,100,2025-10-30 13:55:37.168988
S0012,QZ_ML ,ML Basics,77,100,2025-08-11 13:55:37.168988
S0012,QZ_ML ,ML Basics,36,100,2025-09-26 13:55:37.168988
S0012,QZ_ML ,ML Basics,39,100,2025-12-13 13:55:37.168988
S0012,QZ_ML ,ML Basics,64,100,2025-11-04 13:55:37.168988
S0012,QZ_DEE,Deep Learning,88,100,2025-11-24 13:55:37.168988
S0012,QZ_DEE,Deep Learning,46,100,2025-10-23 13:55:37.168988
S0012,QZ_NLP,NLP,86,100,2025-10-08 13:55:37.168988
S0012,QZ_NLP,NLP,37,100,2025-07-30 13:55:37.168988
S0012,QZ_NLP,NLP,44,100,2026-01-01 13:55:37.168988
S0012,QZ_NLP,NLP,72,100,2025-08-30 13:55:37.168988
S0012,QZ_COM,Computer Vision,77,100,2025-08-23 13:55:37.168988
S0012,QZ_COM,Computer Vision,88,100,2025-12-28 13:55:37.168988
S0012,QZ_OPT,Optimization,68,100,2025-09-19 13:55:37.168988
S0012,QZ_OPT,Optimization,70,100,2025-08-24 13:55:37.168988
S0012,QZ_OPT,Optimization,73,100,2025-11-10 13:55:37.168988
S0013,QZ_LIN,Linear Algebra,29,100,2025-08-24 13:55:37.168988
S0013,QZ_LIN,Linear Algebra,35,100,2025-09-01 13:55:37.168988
S0013,QZ_LIN,Linear Algebra,74,100,2025-12-03 13:55:37.168988
S0013,QZ_LIN,Linear Algebra,46,100,2025-12-07 13:55:37.168988
S0013,QZ_PRO,Probability,80,100,2025-10-09 13:55:37.168988
S0013,QZ_PRO,Probability,30,100,2025-11-13 13:55:37.168988
S0013,QZ_STA,Statistics,99,100,2025-09-16 13:55:37.168988
S0013,QZ_STA,Statistics,50,100,2025-10-28 13:55:37.168988
S0013,QZ_ML ,ML Basics,82,100,2026-01-10 13:55:37.168988
S0013,QZ_ML ,ML Basics,32,100,2025-12-13 13:55:37.168988
S0013,QZ_DEE,Deep Learning,55,100,2025-12-30 13:55:37.168988
S0013,QZ_DEE,Deep Learning,34,100,2025-08-15 13:55:37.168988
S0013,QZ_DEE,Deep Learning,88,100,2025-09-18 13:55:37.168988
S0013,QZ_NLP,NLP,49,100,2025-09-20 13:55:37.168988
S0013,QZ_NLP,NLP,61,100,2025-07-25 13:55:37.168988
S0013,QZ_NLP,NLP,65,100,2025-12-25 13:55:37.168988
S0013,QZ_COM,Computer Vision,62,100,2025-08-19 13:55:37.168988
S0013,QZ_COM,Computer Vision,38,100,2025-08-07 13:55:37.168988
S0013,QZ_COM,Computer Vision,51,100,2025-07-26 13:55:37.168988
S0013,QZ_OPT,Optimization,91,100,2025-07-31 13:55:37.168988
S0013,QZ_OPT,Optimization,92,100,2025-10-17 13:55:37.168988
S0014,QZ_LIN,Linear Algebra,92,100,2025-10-13 13:55:37.168988
S0014,QZ_LIN,Linear Algebra,40,100,2025-09-22 13:55:37.168988
S0014,QZ_PRO,Probability,38,100,2025-09-12 13:55:37.168988
S0014,QZ_PRO,Probability,60,100,2025-10-23 13:55:37.168988
S0014,QZ_STA,Statistics,73,100,2025-11-15 13:55:37.168988
S0014,QZ_STA,Statistics,55,100,2025-10-11 13:55:37.168988
S0014,QZ_STA,Statistics,89,100,2026-01-05 13:55:37.168988
S0014,QZ_STA,Statistics,68,100,2025-11-01 13:55:37.168988
S0014,QZ_ML ,ML Basics,63,100,2025-12-12 13:55:37.168988
S0014,QZ_ML ,ML Basics,91,100,2025-09-17 13:55:37.168988
S0014,QZ_ML ,ML Basics,91,100,2025-08-11 13:55:37.168988
S0014,QZ_ML ,ML Basics,39,100,2025-09-24 13:55:37.168988
S0014,QZ_DEE,Deep Learning,25,100,2025-09-19 13:55:37.168988
S0014,QZ_DEE,Deep Learning,73,100,2025-11-29 13:55:37.168988
S0014,QZ_DEE,Deep Learning,93,100,2026-01-01 13:55:37.168988
S0014,QZ_NLP,NLP,37,100,2025-08-08 13:55:37.168988
S0014,QZ_NLP,NLP,42,100,2025-11-18 13:55:37.168988
S0014,QZ_NLP,NLP,92,100,2025-11-22 13:55:37.168988
S0014,QZ_NLP,NLP,45,100,2025-11-22 13:55:37.168988
S0014,QZ_COM,Computer Vision,65,100,2025-10-09 13:55:37.168988
S0014,QZ_COM,Computer Vision,75,100,2025-09-21 13:55:37.168988
S0014,QZ_COM,Computer Vision,73,100,2025-08-02 13:55:37.168988
S0014,QZ_COM,Computer Vision,28,100,2025-08-20 13:55:37.168988
S0014,QZ_OPT,Optimization,27,100,2025-12-12 13:55:37.168988
S0014,QZ_OPT,Optimization,47,100,2025-11-27 13:55:37.168988
S0015,QZ_LIN,Linear Algebra,38,100,2025-11-30 13:55:37.168988
S0015,QZ_LIN,Linear Algebra,63,100,2025-09-20 13:55:37.168988
S0015,QZ_LIN,Linear Algebra,70,100,2025-07-25 13:55:37.168988
S0015,QZ_LIN,Linear Algebra,85,100,2025-10-19 13:55:37.168988
S0015,QZ_PRO,Probability,83,100,2025-09-24 13:55:37.168988
S0015,QZ_PRO,Probability,79,100,2025-07-25 13:55:37.168988
S0015,QZ_STA,Statistics,53,100,2025-09-29 13:55:37.168988
S0015,QZ_STA,Statistics,27,100,2025-09-15 13:55:37.168988
S0015,QZ_ML ,ML Basics,59,100,2025-08-09 13:55:37.168988
S0015,QZ_ML ,ML Basics,63,100,2025-09-23 13:55:37.168988
S0015,QZ_ML ,ML Basics,64,100,2025-07-29 13:55:37.168988
S0015,QZ_ML ,ML Basics,49,100,2025-09-02 13:55:37.168988
S0015,QZ_DEE,Deep Learning,29,100,2025-08-04 13:55:37.168988
S0015,QZ_DEE,Deep Learning,27,100,2025-09-15 13:55:37.168988
S0015,QZ_DEE,Deep Learning,68,100,2025-11-02 13:55:37.168988
S0015,QZ_NLP,NLP,54,100,2025-10-24 13:55:37.168988
S0015,QZ_NLP,NLP,88,100,2025-09-17 13:55:37.168988
S0015,QZ_NLP,NLP,70,100,2025-08-01 13:55:37.168988
S0015,QZ_COM,Computer Vision,52,100,2025-11-15 13:55:37.168988
S0015,QZ_COM,Computer Vision,33,100,2025-07-30 13:55:37.168988
S0015,QZ_COM,Computer Vision,69,100,2025-07-29 13:55:37.168988
S0015,QZ_COM,Computer Vision,52,100,2025-10-15 13:55:37.168988
S0015,QZ_OPT,Optimization,52,100,2026-01-03 13:55:37.168988
S0015,QZ_OPT,Optimization,67,100,2025-09-23 13:55:37.168988
S0016,QZ_LIN,Linear Algebra,41,100,2025-11-20 13:55:37.168988
S0016,QZ_LIN,Linear Algebra,50,100,2025-08-10 13:55:37.168988
S0016,QZ_LIN,Linear Algebra,87,100,2025-08-08 13:55:37.168988
S0016,QZ_PRO,Probability,80,100,2025-11-23 13:55:37.168988
S0016,QZ_PRO,Probability,60,100,2025-11-26 13:55:37.168988
S0016,QZ_PRO,Probability,30,100,2025-09-07 13:55:37.168988
S0016,QZ_STA,Statistics,91,100,2025-09-01 13:55:37.168988
S0016,QZ_STA,Statistics,27,100,2025-09-01 13:55:37.168988
S0016,QZ_ML ,ML Basics,98,100,2025-09-19 13:55:37.168988
S0016,QZ_ML ,ML Basics,49,100,2025-07-21 13:55:37.168988
S0016,QZ_ML ,ML Basics,60,100,2025-07-21 13:55:37.168988
S0016,QZ_DEE,Deep Learning,72,100,2026-01-08 13:55:37.168988
S0016,QZ_DEE,Deep Learning,80,100,2025-12-28 13:55:37.168988
S0016,QZ_DEE,Deep Learning,71,100,2025-09-10 13:55:37.168988
S0016,QZ_NLP,NLP,44,100,2025-07-29 13:55:37.168988
S0016,QZ_NLP,NLP,99,100,2025-10-23 13:55:37.168988
S0016,QZ_NLP,NLP,45,100,2025-10-06 13:55:37.168988
S0016,QZ_COM,Computer Vision,39,100,2025-08-30 13:55:37.168988
